Creation Time: 2023_4_10-12-0-51
12-0-51 | [INFO] TraderPlusCore - Started !
12-0-51 | [INFO] TraderPlus file exist ! loading...
12-0-51 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusConfig\TraderPlusGeneralConfig.json
12-0-51 | [INFO] TraderPlus file exist ! loading...
12-0-51 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusConfig\TraderPlusVehiclesConfig.json
12-0-51 | [INFO] TraderPlus file exist ! loading...
12-0-51 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusConfig\TraderPlusPriceConfig.json
12-0-51 | [INFO] TraderPlus file exist ! loading...
12-0-51 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusConfig\TraderPlusIDsConfig.json
12-0-51 | [INFO] TraderPlus file exist ! loading...
12-0-51 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusConfig\TraderPlusInsuranceConfig.json
12-0-51 | [INFO] TraderPlus file exist ! loading...
12-0-51 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusConfig\TraderPlusPriceConfig.json
12-0-51 | [INFO] TraderPlusServer - Started
12-0-51 | [INFO] TraderPlusBankingCore - Started !
12-0-51 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusConfig\TraderPlusBankingConfig.json
12-0-51 | [INFO] TraderPlusBankingServer - Started
12-0-51 | [INFO] CarLockCore - Started !
12-0-51 | [INFO] CarLockServer - Started
12-0-51 | [INFO] SafeZoneCore - Started !
12-0-51 | [INFO] DEBUG MODE ENABLED
12-0-59 | [INFO] RefreshLifeTimeCargo
12-1-3 | [INFO] RefreshLifeTimeCargo
12-1-7 | [INFO] ID_count: 10
12-1-7 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusDatabase\ID_0\Holler Beverages.json
12-1-7 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusDatabase\ID_0\Holler Packaged Food.json
