Creation Time: 2023_7_9-0-5-47
0-5-47 | [INFO] TraderPlusCore - Started !
0-5-47 | [INFO] TraderPlus file exist ! loading...
0-5-47 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusConfig\TraderPlusGeneralConfig.json
0-5-47 | [INFO] TraderPlus file exist ! loading...
0-5-47 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusConfig\TraderPlusVehiclesConfig.json
0-5-47 | [INFO] TraderPlus file exist ! loading...
0-5-48 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusConfig\TraderPlusPriceConfig.json
0-5-48 | [INFO] TraderPlus file exist ! loading...
0-5-48 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusConfig\TraderPlusIDsConfig.json
0-5-48 | [INFO] TraderPlus file exist ! loading...
0-5-48 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusConfig\TraderPlusInsuranceConfig.json
0-5-48 | [INFO] TraderPlus file exist ! loading...
0-5-48 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusConfig\TraderPlusPriceConfig.json
0-5-48 | [INFO] TraderPlusServer - Started
0-5-48 | [INFO] TraderPlusBankingCore - Started !
0-5-48 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusConfig\TraderPlusBankingConfig.json
0-5-48 | [INFO] TraderPlusBankingServer - Started
0-5-48 | [INFO] CarLockCore - Started !
0-5-48 | [INFO] CarLockServer - Started
0-5-48 | [INFO] SafeZoneCore - Started !
0-5-48 | [INFO] DEBUG MODE ENABLED
0-6-1 | [INFO] RefreshLifeTimeCargo
0-6-1 | [INFO] RefreshLifeTimeCargo
0-6-1 | [INFO] RefreshLifeTimeCargo
0-6-2 | [INFO] RefreshLifeTimeCargo
0-6-2 | [INFO] RefreshLifeTimeCargo
0-6-2 | [INFO] RefreshLifeTimeCargo
0-6-2 | [INFO] RefreshLifeTimeCargo
0-6-2 | [INFO] RefreshLifeTimeCargo
0-6-7 | [INFO] RefreshLifeTimeCargo
0-6-7 | [INFO] RefreshLifeTimeCargo
0-6-9 | [INFO] ID_count: 10
0-6-9 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusDatabase\ID_0\Holler Beverages.json
0-6-9 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusDatabase\ID_0\Holler Packaged Food.json
0-6-9 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusDatabase\ID_0\Holler Fruit & Veg.json
0-6-9 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusDatabase\ID_0\Holler Meat.json
0-6-9 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusDatabase\ID_0\Holler Fish.json
0-6-9 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusDatabase\ID_0\Holler Fungus.json
0-6-9 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusDatabase\ID_0\Holler Pelts.json
0-6-9 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusDatabase\ID_0\Money Exchange.json
0-6-9 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusDatabase\ID_1\Holler Vanilla Auto Parts.json
0-6-9 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusDatabase\ID_1\Holler Vanilla Vehicle Components.json
0-6-9 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusDatabase\ID_1\Holler Civilian Cars.json
