Creation Time: 2023_7_26-6-0-33
6-0-33 | [INFO] TraderPlusCore - Started !
6-0-33 | [INFO] TraderPlus file exist ! loading...
6-0-33 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusConfig\TraderPlusGeneralConfig.json
6-0-33 | [INFO] TraderPlus file exist ! loading...
6-0-34 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusConfig\TraderPlusVehiclesConfig.json
6-0-34 | [INFO] TraderPlus file exist ! loading...
6-0-35 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusConfig\TraderPlusPriceConfig.json
6-0-35 | [INFO] TraderPlus file exist ! loading...
6-0-35 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusConfig\TraderPlusIDsConfig.json
6-0-35 | [INFO] TraderPlus file exist ! loading...
6-0-35 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusConfig\TraderPlusInsuranceConfig.json
6-0-35 | [INFO] TraderPlus file exist ! loading...
6-0-35 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusConfig\TraderPlusPriceConfig.json
6-0-35 | [INFO] TraderPlusServer - Started
6-0-35 | [INFO] TraderPlusBankingCore - Started !
6-0-35 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusConfig\TraderPlusBankingConfig.json
6-0-35 | [INFO] TraderPlusBankingServer - Started
6-0-35 | [INFO] CarLockCore - Started !
6-0-35 | [INFO] CarLockServer - Started
6-0-35 | [INFO] SafeZoneCore - Started !
6-0-35 | [INFO] DEBUG MODE ENABLED
6-0-46 | [INFO] RefreshLifeTimeCargo
6-0-46 | [INFO] RefreshLifeTimeCargo
6-0-46 | [INFO] RefreshLifeTimeCargo
6-0-46 | [INFO] RefreshLifeTimeCargo
6-0-46 | [INFO] RefreshLifeTimeCargo
6-0-46 | [INFO] RefreshLifeTimeCargo
6-0-46 | [INFO] RefreshLifeTimeCargo
6-0-47 | [INFO] RefreshLifeTimeCargo
6-0-47 | [INFO] RefreshLifeTimeCargo
6-0-47 | [INFO] RefreshLifeTimeCargo
6-0-47 | [INFO] RefreshLifeTimeCargo
6-0-47 | [INFO] RefreshLifeTimeCargo
6-0-48 | [INFO] RefreshLifeTimeCargo
