Creation Time: 2023_4_29-12-0-45
12-0-45 | [INFO] TraderPlusCore - Started !
12-0-45 | [INFO] TraderPlus file exist ! loading...
12-0-45 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusConfig\TraderPlusGeneralConfig.json
12-0-45 | [INFO] TraderPlus file exist ! loading...
12-0-45 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusConfig\TraderPlusVehiclesConfig.json
12-0-45 | [INFO] TraderPlus file exist ! loading...
12-0-45 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusConfig\TraderPlusPriceConfig.json
12-0-45 | [INFO] TraderPlus file exist ! loading...
12-0-45 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusConfig\TraderPlusIDsConfig.json
12-0-45 | [INFO] TraderPlus file exist ! loading...
12-0-45 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusConfig\TraderPlusInsuranceConfig.json
12-0-45 | [INFO] TraderPlus file exist ! loading...
12-0-45 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusConfig\TraderPlusPriceConfig.json
12-0-45 | [INFO] TraderPlusServer - Started
12-0-45 | [INFO] TraderPlusBankingCore - Started !
12-0-45 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusConfig\TraderPlusBankingConfig.json
12-0-45 | [INFO] TraderPlusBankingServer - Started
12-0-45 | [INFO] CarLockCore - Started !
12-0-45 | [INFO] CarLockServer - Started
12-0-45 | [INFO] SafeZoneCore - Started !
12-0-45 | [INFO] DEBUG MODE ENABLED
12-0-54 | [INFO] RefreshLifeTimeCargo
12-0-58 | [INFO] RefreshLifeTimeCargo
12-0-58 | [INFO] RefreshLifeTimeCargo
12-0-58 | [INFO] RefreshLifeTimeCargo
12-1-5 | [INFO] ID_count: 10
