Creation Time: 2023_4_16-12-0-52
12-0-52 | [INFO] TraderPlusCore - Started !
12-0-52 | [INFO] TraderPlus file exist ! loading...
12-0-52 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusConfig\TraderPlusGeneralConfig.json
12-0-52 | [INFO] TraderPlus file exist ! loading...
12-0-52 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusConfig\TraderPlusVehiclesConfig.json
12-0-52 | [INFO] TraderPlus file exist ! loading...
12-0-53 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusConfig\TraderPlusPriceConfig.json
12-0-53 | [INFO] TraderPlus file exist ! loading...
12-0-53 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusConfig\TraderPlusIDsConfig.json
12-0-53 | [INFO] TraderPlus file exist ! loading...
12-0-53 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusConfig\TraderPlusInsuranceConfig.json
12-0-53 | [INFO] TraderPlus file exist ! loading...
12-0-53 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusConfig\TraderPlusPriceConfig.json
12-0-53 | [INFO] TraderPlusServer - Started
12-0-53 | [INFO] TraderPlusBankingCore - Started !
12-0-53 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusConfig\TraderPlusBankingConfig.json
12-0-53 | [INFO] TraderPlusBankingServer - Started
12-0-53 | [INFO] CarLockCore - Started !
12-0-53 | [INFO] CarLockServer - Started
12-0-53 | [INFO] SafeZoneCore - Started !
12-0-53 | [INFO] DEBUG MODE ENABLED
12-1-1 | [INFO] RefreshLifeTimeCargo
12-1-3 | [INFO] RefreshLifeTimeCargo
12-1-9 | [INFO] ID_count: 10
12-1-9 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusDatabase\ID_0\Holler Beverages.json
